Country Code,Country,SDG Region,Sub-region,UNDP Region,Task Force Name,Description of Task Force,Type,Sector,Sector 2,#Men,#Women,Total,%Women,Leader Gender,Woman Leader,Composition Data,Composition Classification,Sources
RWA,Rwanda,Africa,Sub-Saharan Africa,Africa,COVID-19 Joint Task Force Committee ,"Prime Minister and the National Epidemic Preparedness & Response Coordination Committee leads the COVID-19 Joint task force. The Task Force works with relevant government ministries, including health, finance, and security and  health focused international organizations. The Joint Task force handles quarantine, decontamination, and isolation measures and oversees COVID-19 treatment centers. It also works to identify  new cases, use contact tracing, and communicate risk and prevention measures to the general population. The Commissioner of Police is the Joint Task Force Coordinator. ",Decision-Making,Public Health,Public Health,,,,,Man,No,No,,"https://rbc.gov.rw/publichealthbulletin/articles/read/64/COVID-19%20Rwanda%20response%20updates;
https://www.afro.who.int/news/COVID-19-rwanda-countrys-response; 
https://www.rbc.gov.rw/index.php?id=100&tx_news_pi1%5Bnews%5D=559&tx_news_pi1%5Bday%5D=20&tx_news_pi1%5Bmonth%5D=5&tx_news_pi1%5Byear%5D=2020&cHash=c93686fc7d70d06d43b6bd028ea1132a"
SMR,San Marino,Europe,Southern Europe,OECD,"Coordination Group for Health Emergencies (Gruppo di Coordinamento per le Emergenze Sanitarie), with the Special Commissioner for the COVID-19 emergency (Commissario Straordinario per L'Energia da COVID-19)","San Marino activated a pre-existing health emergency response task force – the Coordination Group for Health Emergencies – for the pandemic on February 25, 2020. Its members are the Director General of the Institute for Social Security, the Director of the Health Authority, and the Head of the Civil Protection. Other professionals (internal or external to the public sector) can also integrate the group on the basis of the group’s specific needs. The Coordination Group for Health Emergencies has the following agenda: coordinate all the public services involved in the health emergency; activate operational groups; inform and notify the public; and prepare and implement a plan to address the health emergency.",Decision-Making,Public Health,Public Health,,,,,Man,No,No,,"https://www.consigliograndeegenerale.sm/on-line/home/archivio-leggi-decreti-e-regolamenti/scheda17167876.html; 
https://www.esteri.sm/pub1/EsteriSM/dettaglio_notizia.html?idItem=fbd2bc51-4fbb-4060-9440-6fb7db078113;
http://www.sanita.sm/on-line/home/archivio-comunicati.html"
SMR,San Marino,Europe,Southern Europe,OECD,Territorial COVID Team (Covid team territoriale),The Territorial COVID Team was established on the 13 November 2020 by the executive committee of the Institute of Social Security to follow patients that tested positive for COVID-19. The aim of the Team is to reduce hospitalization of the sick and provide continuity of care in homes. It is chaired and composed of medical professionals and health workers. ,Expert,Public Health,Public Health,,,,,Man,No,No,,http:www.iss.sm/on-line/home/aggiornamenti-coronavirus/articolo49014923.html
NoCode,Sark,Europe,Northern Europe,OECD,Pandemic Emergency Committee,"The Pandemic Emergency Committee was implemented to prepare necessary measures for a pandemic outbreak on Sark. The Committee consists of government representatives and public health experts. It has provided updates on the vaccination programme, information on safeguarding of the public, and guidance on lockdown measures. ",Decision-Making,Public Health,Public Health,,,,,Man,No,No,,"https://sarkgov.co.uk/contacts;
https://img1.wsimg.com/blobby/go/5ff82f30-38d7-4ae5-98f1-e93b4ee65820/downloads/Sark%20Pandemic%20Emergency%20Committee%20Mandate.pdf?ver=1612895526806;
https://img1.wsimg.com/blobby/go/5ff82f30-38d7-4ae5-98f1-e93b4ee65820/downloads/Update%208%20February%202021.pdf?ver=1612895528685"
SAU,Saudi Arabia,Asia,Western Asia,Arab States,COVID-19 Follow-up Committee (لجنة متابعة مستجدات فيروس كورونا),"The COVID-19 Follow-Up Committee was initiated during the early days of the pandemic, even before declaring any COVID-19 cases in the country. The presidency of Saudi Minister of Health chairs the Committee. The members represent different national ministries and a representative from the Saudi Red Crescent Authority, the Food and Drug General Authority, the General Authority Customs, and the National Center for Disease Prevention and Control. The Committee is responsible for reviewing the current situation and updates on the pandemic globally and locally. It closely monitors the global and national trends of cases, makes relevant recommendations, and closely monitors the implementation of recommended measures and plans. ",Decision-Making,Public Health,Public Health,,,,,Man,No,No,,"https://sabq.org/4SXsMY;
https://www.globalhealthsaudi.com/en/overview/saudi-news/74th-Meeting-of-COVID-1-Monitoring-Committee.html;
https://www.arabnews.com/TheKingdomVsCOVID19"
SAU,Saudi Arabia,Asia,Western Asia,Arab States,National Negotiation and Procurement Committee for COVID-19 Supply and Readiness,The National Negotiation and Procurement Committee for COVID-19 Supply and Readiness oversees testing and tracing of COVID-19 and the acquisition of required medical supplies and equipment. It coordinates with the Ministry of Health and the health sector to address national needs. ,Decision-Making,Public Health,Public Health,,,,,Man,No,No,,https://www.prnewswire.com/ae/news-releases/saudi-arabia-commissions-COVID-19-testing-kits-301047830.html
SYC,Seychelles,Africa,Sub-Saharan Africa,Africa,Tourism Task Force Committee,"The Tourism Task Force Commitee oversees all issues relating to the re-opening of Seychelles during the COVID-19 pandemic. It is comprised of tourism stakeholders, health decision-makers, and various other local agencies. The Task Force was formed in response to concerns over COVID-19's impact on the tourism industry, which has been hard-hit amid a global travel downturn. It has been in control of implementing public safety measures, primarily related to travel and tourism. ",Decision-Making,Economic,Multi-Sectoral,,,,,Man,No,No,,"https://www.nation.sc/articles/6763/newly-appointed-tourism-minister-meets-task-force-representatives; 
https://www.statehouse.gov.sc/news/4908/president-faure-chairs-follow-up-meeting-on-resumption-of-commercial-passenger-flights-to-seychelles; 
https://voyagesafriq.com/2020/09/27/wtd2020-minister-didier-dogleys-tourism-day-message/"
SLE,Sierra Leone,Africa,Sub-Saharan Africa,Africa,COVID-19 Response Team,The COVID-19 Response Team was announced by the President in March 2020 for the purpose of ensuring a coherent national response to COVID-19. The Team is chaired by the Minister of Defense and is part of the government's efforts to strengthen response structures and facilities. ,Decision-Making,Multi-Sectoral,Multi-Sectoral,,,,,Man,No,No,,https://www.politicosl.com/articles/sierra-leone-announced-covid19-boss
SLE,Sierra Leone,Africa,Sub-Saharan Africa,Africa,Coronavirus Disease Response Transparency Task Force,"The Anti-Corruption Commission in Sierra Leone launched the Coronavirus Disease Response Transparency Task Force that aims to ensure and instill integrity, accountability, and transparency in the use and management of funds related to COVID-19. Under the national Anti-Corruption Act, the Task Force collects and investigates any suspicions of corrupt practices as a matter of priority. ",Decision-Making,Other,Other,,,,,Man,No,No,,"https://www.anticorruption.gov.sl/blog/anti-corruption-commission-sl-news-room-1/post/acc-launches-corona-virus-disease-covid-19-response-transparency-task-force-289; 
https://investsalone.com/news-covid-19/sierra-leones-anti-corruption-commission-launches-covid-19-response-transparency-task-force/"
SXM,Sint Maarten (Dutch part),Americas,Latin America and the Caribbean,LAC,Emergency Operations Center (EOC),"The Emergency Operation Center is the strategic part of the St. Maarten disaster management structure. It is activated during times of disaster, and was activated to continue with the preparedness, response and mitigation measures taken in connection with COVID-19. It consists of a chairperson, National Disaster Coordinator, and 1 representative from each of the Emergency Support Functions. Each Emergency Support Function represents a sector of society. The 10 sectors are: Water & Energy; Telecommunications; Public Works, Transport & Logistics; Hazard Response Activities; Public Order, Safety, Traffic Regulation; Public Health & Medical Assistance; Evacuations, Shelters, Relief & Mass Care; Public Information & Media; Governmental Affairs; Harbour, Airport & Hotel Activities. ",Decision-Making,Multi-Sectoral,Multi-Sectoral,,,,,Woman,Yes,No,,"http://www.stmaartenmediacenter.com/home/282-prime-minister-silveria-jacobs-meets-with-eoc-emergency-operations-center-stakeholders;
http://pearlfmradio.sx/2020/04/02/prime-minister-chair-eoc-silveria-jacobs-national-briefing-COVID-19-developments-march-31-2020/;
http://www.sintmaartengov.org/PressReleases/Pages/RESPONSE-TO-CONFIRMED-CASES-OF-COVID-19-ON-FRENCH-SAINT-MARTIN-.aspx;
https://lokaleregelgeving.overheid.nl/CVDR207446"
SVK,Slovakia,Europe,Eastern Europe,OECD,Pandemic Commission (Pandemickej komisie SR),"In July 2020, the Pandemic Commission of the Government of the Slovak Republic was activated by the Minister of Health to address the challenges related to COVID-19. The Commission is a consulting and professional body of the government that guides the activities of government agencies. Four working groups have been established under the Commission on the following topics: outpatient healthcare, immunization, rapid intervention,  and public health guidelines for various social services. The Commission is chaired by the Minister of Health and is composed of different ministers, chairpersons of the self-governing regions, the chief hygienist of the Slovak Republic, general directors of health insurance companies, and other representatives.",Decision-Making,Public Health,Public Health,,,,,Man,No,No,,"https://www.health.gov.sk/Clanok?pandemicka-komisia-statut-novy;
https://www.health.gov.sk/Clanok?COVID-19-24-07-2020-pandemicka-komisia;
https://rokovania.gov.sk/RVL/Material/25101/1"
SVN,Slovenia,Europe,Southern Europe,OECD,COVID-19 Crisis Staff of the Republic of Slovenia for Containment and Epidemic Control - Crisis Management Staff (CMS),"On 13 March 2020, the Government of the Republic of Slovenia established the COVID-19 Crisis Staff for Containment and Epidemic Control. The Crisis Staff was chaired by the Prime Minister and was composed of different ministers and members of the government. Under the Crisis Staff, a health expert group was also created as a consultative body, led by a public health expert. In March 2020, the government adopted a resolution to terminate the Crisis Staff. All operational functions of the task force then began being performed within the parent departments of the ministries and their constituent bodies.",Decision-Making,Multi-Sectoral,Multi-Sectoral,,,,,Man,No,No,,"https://www.gov.si/novice/2020-03-13-1-redna-seja-vlade-republike-slovenije/;
https://www.gov.si/novice/2020-03-24-6-redna-seja-vlade-republike-slovenije/"
